sentence_pair,alignment_type,source_sentence_ids,target_sentence_ids,source_sents,target_sents,source_text,target_text,source_ref,target_ref,source_pos,target_pos,source_case,target_case,pair_type,zero_pair_cost
49,one-to-one,dn_50,isk_63,Egli disse:,偶とジォルジオが口走つた。,Egli,ジォルジオ,Giorgio,Giorgio,PRON,PROPN,nsubj,nsubj,explicit_ref_case,
52,one-to-one,dn_54,isk_66,Uno scoramento infinito rendeva stanche le loro parole.,疲れた調子の物言ひに、無限の落膽を想はせた。,loro,MISSING,Giorgio Ippolita,MISSING,DET,MISSING,nmod,MISSING,leftover_source,
53,one-to-many,dn_55,isk_67 isk_68,"Ella soggiunse, abbassando il capo, con un misto di amarezza e di compianto:",女は頭を傾げた。 悲痛に哀惜の混じたやうな心持で、,Ella,女,Ippolita,Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
56,one-to-many,dn_58,isk_71 isk_72,"le chiese Giorgio, assorto.",ジォルジオが訊いた。 心は外に行つてゐる。,Giorgio,ジォルジオ,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
56,one-to-many,dn_58,isk_71 isk_72,"le chiese Giorgio, assorto.",ジォルジオが訊いた。 心は外に行つてゐる。,le,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
57,one-to-one,dn_59,isk_73,Il nostro.,お互ひの…。,MISSING,お互ひ,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
58,one-to-one,dn_60,isk_74,Tu lo senti dunque finire?,だんだん醒めて來たといふのか。,Tu,醒めて來た,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
58,one-to-one,dn_60,isk_74,Tu lo senti dunque finire?,だんだん醒めて來たといふのか。,MISSING,いふ,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
59,one-to-one,dn_61,isk_75,Non in me.,私は那樣ことありませんけど。,me,私,Ippolita,Ippolita,PRON,PRON,obj,nsubj,explicit_ref_pos,
60,one-to-many,dn_62,isk_76 isk_77,In me forse?,俺の方が冷くなつたと言ふんだらう。 と突込んだ。,me,俺,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
60,one-to-many,dn_62,isk_76 isk_77,In me forse?,俺の方が冷くなつたと言ふんだらう。 と突込んだ。,MISSING,突込んだ,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
60,one-to-many,dn_62,isk_76 isk_77,In me forse?,俺の方が冷くなつたと言ふんだらう。 と突込んだ。,MISSING,言ふ,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
61,one-to-one,dn_63,isk_78,Una irritazione mal repressa inaspriva la voce di lui.,隱し切れない、苛立たしい心持は、銳い言葉になつて出た。,lui,MISSING,Giorgio,MISSING,PRON,MISSING,nmod,MISSING,leftover_source,
62,one-to-one,dn_64,isk_79,"Egli ripetè, guardandola:",凝と女を見据ゑて復た斯う、,Egli,見据ゑて,Giorgio,Giorgio,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
62,one-to-one,dn_64,isk_79,"Egli ripetè, guardandola:",凝と女を見据ゑて復た斯う、,la,女,Ippolita,Ippolita,PRON,NOUN,obj,obj,explicit_ref_case,
63,one-to-one,dn_65,isk_80,In me?,俺の方が冷くなつたと言ふんだらう。,me,俺,Giorgio,Giorgio,PRON,PRON,obj,nsubj,explicit_ref_pos,
63,one-to-one,dn_65,isk_80,In me?,俺の方が冷くなつたと言ふんだらう。,MISSING,言ふ,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
64,one-to-many,dn_66,isk_81 isk_82,Rispondi.,ええ？ 然うぢやないか。,Rispondi,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
65,one-to-many,dn_67,isk_83 isk_84,"Ella tacque, riabbassando il capo.",返辭がない。 女の頭は次第に垂れ下る。,Ella,女,Ippolita,Ippolita,PRON,NOUN,nsubj,nmod,explicit_ref_only,
66,one-to-one,dn_68,isk_85,Non rispondi?,返辭をしない？,rispondi,しない,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
67,one-to-one,dn_69,isk_86,"Ah, tu sai bene che non diresti il vero.",眞箇の事を言はなかつた證據だ。,tu,MISSING,Ippolita,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
67,one-to-one,dn_69,isk_86,"Ah, tu sai bene che non diresti il vero.",眞箇の事を言はなかつた證據だ。,diresti,MISSING,Ippolita,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
68,one-to-many,dn_70,isk_87 isk_88,"Poi, dopo un intervallo in cui ambedue provarono un'ansietà inesprimibile di leggersi nell'anima, egli seguitò:",沈默が續いた。 相互ひに對者の心が讀みたいと無言の中に焦つた。,egli,MISSING,Giorgio,MISSING,PRON,MISSING,nsubj,MISSING,leftover_source,
68,one-to-many,dn_70,isk_87 isk_88,"Poi, dopo un intervallo in cui ambedue provarono un'ansietà inesprimibile di leggersi nell'anima, egli seguitò:",沈默が續いた。 相互ひに對者の心が讀みたいと無言の中に焦つた。,ambedue,相互ひ,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
68,one-to-many,dn_70,isk_87 isk_88,"Poi, dopo un intervallo in cui ambedue provarono un'ansietà inesprimibile di leggersi nell'anima, egli seguitò:",沈默が續いた。 相互ひに對者の心が讀みたいと無言の中に焦つた。,si,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
68,one-to-many,dn_70,isk_87 isk_88,"Poi, dopo un intervallo in cui ambedue provarono un'ansietà inesprimibile di leggersi nell'anima, egli seguitò:",沈默が續いた。 相互ひに對者の心が讀みたいと無言の中に焦つた。,MISSING,焦つた,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
70,one-to-one,dn_72,isk_90,"Tu non te ne accorgi ancóra; ma io, da che tu sei tornata, ti guardo continuamente ed ogni giorno sorprendo in te un segno nuovo....",未だお前は氣が附くまいが、歸つて來るとから、熟くお前の素振を見て居ると、一種の徵候が每日俺の眼に這入る。,io,俺,Giorgio,Giorgio,PRON,PRON,nsubj,nmod,explicit_ref_pos,
70,one-to-one,dn_72,isk_90,"Tu non te ne accorgi ancóra; ma io, da che tu sei tornata, ti guardo continuamente ed ogni giorno sorprendo in te un segno nuovo....",未だお前は氣が附くまいが、歸つて來るとから、熟くお前の素振を見て居ると、一種の徵候が每日俺の眼に這入る。,sorprendo,見て居る,Giorgio,Giorgio,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.3609852999587715
70,one-to-one,dn_72,isk_90,"Tu non te ne accorgi ancóra; ma io, da che tu sei tornata, ti guardo continuamente ed ogni giorno sorprendo in te un segno nuovo....",未だお前は氣が附くまいが、歸つて來るとから、熟くお前の素振を見て居ると、一種の徵候が每日俺の眼に這入る。,guardo,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,MISSING,leftover_source,
70,one-to-one,dn_72,isk_90,"Tu non te ne accorgi ancóra; ma io, da che tu sei tornata, ti guardo continuamente ed ogni giorno sorprendo in te un segno nuovo....",未だお前は氣が附くまいが、歸つて來るとから、熟くお前の素振を見て居ると、一種の徵候が每日俺の眼に這入る。,Tu,お前,Ippolita,Ippolita,PRON,PRON,nsubj,nsubj,explicit_full,
70,one-to-one,dn_72,isk_90,"Tu non te ne accorgi ancóra; ma io, da che tu sei tornata, ti guardo continuamente ed ogni giorno sorprendo in te un segno nuovo....",未だお前は氣が附くまいが、歸つて來るとから、熟くお前の素振を見て居ると、一種の徵候が每日俺の眼に這入る。,te,お前,Ippolita,Ippolita,PRON,PRON,obj,nmod,explicit_ref_pos,
70,one-to-one,dn_72,isk_90,"Tu non te ne accorgi ancóra; ma io, da che tu sei tornata, ti guardo continuamente ed ogni giorno sorprendo in te un segno nuovo....",未だお前は氣が附くまいが、歸つて來るとから、熟くお前の素振を見て居ると、一種の徵候が每日俺の眼に這入る。,tu,歸つて來るとから,Ippolita,Ippolita,PRON,NULL,nsubj,nsubj,zero_to_src_anchor,
70,one-to-one,dn_72,isk_90,"Tu non te ne accorgi ancóra; ma io, da che tu sei tornata, ti guardo continuamente ed ogni giorno sorprendo in te un segno nuovo....",未だお前は氣が附くまいが、歸つて來るとから、熟くお前の素振を見て居ると、一種の徵候が每日俺の眼に這入る。,ti,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
70,one-to-one,dn_72,isk_90,"Tu non te ne accorgi ancóra; ma io, da che tu sei tornata, ti guardo continuamente ed ogni giorno sorprendo in te un segno nuovo....",未だお前は氣が附くまいが、歸つて來るとから、熟くお前の素振を見て居ると、一種の徵候が每日俺の眼に這入る。,te,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
72,one-to-one,dn_74,isk_92,"Un cattivo segno, Ippolita....",不良な徵候だ。,Ippolita,MISSING,Ippolita,MISSING,PROPN,MISSING,vocative,MISSING,leftover_source,
74,one-to-many,dn_76,isk_94 isk_95 isk_96,"La donna scosse il capo, con un atto quasi violento; e si oscurò.",思ひ出しても竦とする。 憤怒の表情に變つて首を振つた。 顏が曇つた。,MISSING,思ひ出して,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
74,one-to-many,dn_76,isk_94 isk_95 isk_96,"La donna scosse il capo, con un atto quasi violento; e si oscurò.",思ひ出しても竦とする。 憤怒の表情に變つて首を振つた。 顏が曇つた。,MISSING,竦とする,MISSING,Giorgio,MISSING,NULL,MISSING,nsubj,leftover_target,
74,one-to-many,dn_76,isk_94 isk_95 isk_96,"La donna scosse il capo, con un atto quasi violento; e si oscurò.",思ひ出しても竦とする。 憤怒の表情に變つて首を振つた。 顏が曇つた。,oscurò,振つた,Ippolita,Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_semantic,0.30416244188180336
74,one-to-many,dn_76,isk_94 isk_95 isk_96,"La donna scosse il capo, con un atto quasi violento; e si oscurò.",思ひ出しても竦とする。 憤怒の表情に變つて首を振つた。 顏が曇つた。,La donna,變つて,Ippolita,Ippolita,NOUN,NULL,nsubj,nsubj,zero_to_src_anchor,
74,one-to-many,dn_76,isk_94 isk_95 isk_96,"La donna scosse il capo, con un atto quasi violento; e si oscurò.",思ひ出しても竦とする。 憤怒の表情に變つて首を振つた。 顏が曇つた。,si,MISSING,Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
75,one-to-many,dn_77,isk_97 isk_98,"Ancóra una volta, come tante altre volte, i due amanti divennero l'uno contro l'altra ostili.",又しても二人の懸人の間に讎敵の念が萌した。 ―それは是迄とても度度あつた例だ。,l'uno,MISSING,Giorgio,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
75,one-to-many,dn_77,isk_97 isk_98,"Ancóra una volta, come tante altre volte, i due amanti divennero l'uno contro l'altra ostili.",又しても二人の懸人の間に讎敵の念が萌した。 ―それは是迄とても度度あつた例だ。,i due amanti,二人の懸人,Giorgio Ippolita,Giorgio Ippolita,NOUN,NOUN,nsubj,nmod,explicit_ref_pos,
75,one-to-many,dn_77,isk_97 isk_98,"Ancóra una volta, come tante altre volte, i due amanti divennero l'uno contro l'altra ostili.",又しても二人の懸人の間に讎敵の念が萌した。 ―それは是迄とても度度あつた例だ。,l'altra,MISSING,Ippolita,MISSING,PRON,MISSING,obj,MISSING,leftover_source,
76,one-to-many,dn_78,isk_99 isk_100 isk_101 isk_102 isk_103,"Ciascuno dei due si sentiva ferire dall'ingiustizia del sospetto e si ribellava, interiormente, con una collera sorda; ch'erompeva talora in parole crude e irreparabili, in accuse gravi, in recriminazioni enormi.",見當違ひの邪擴、それで心が傷つけられることを互ひに感じた。 人知れぬ反逆的な憤怒は、互の胸にあつた。 時時それが破裂すると、殘忍な、挽回しの附かない言葉となつて出る。 執念深い大當りにもなる。 罪の擦り合ひにもなる。,Ciascuno dei due,互ひ,Giorgio Ippolita,Giorgio Ippolita,PRON,NOUN,nsubj,nsubj,explicit_ref_case,
76,one-to-many,dn_78,isk_99 isk_100 isk_101 isk_102 isk_103,"Ciascuno dei due si sentiva ferire dall'ingiustizia del sospetto e si ribellava, interiormente, con una collera sorda; ch'erompeva talora in parole crude e irreparabili, in accuse gravi, in recriminazioni enormi.",見當違ひの邪擴、それで心が傷つけられることを互ひに感じた。 人知れぬ反逆的な憤怒は、互の胸にあつた。 時時それが破裂すると、殘忍な、挽回しの附かない言葉となつて出る。 執念深い大當りにもなる。 罪の擦り合ひにもなる。,ribellava,感じた,Giorgio Ippolita,Giorgio Ippolita,NULL,NULL,nsubj,nsubj,zero_zero_single,
76,one-to-many,dn_78,isk_99 isk_100 isk_101 isk_102 isk_103,"Ciascuno dei due si sentiva ferire dall'ingiustizia del sospetto e si ribellava, interiormente, con una collera sorda; ch'erompeva talora in parole crude e irreparabili, in accuse gravi, in recriminazioni enormi.",見當違ひの邪擴、それで心が傷つけられることを互ひに感じた。 人知れぬ反逆的な憤怒は、互の胸にあつた。 時時それが破裂すると、殘忍な、挽回しの附かない言葉となつて出る。 執念深い大當りにもなる。 罪の擦り合ひにもなる。,si,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
76,one-to-many,dn_78,isk_99 isk_100 isk_101 isk_102 isk_103,"Ciascuno dei due si sentiva ferire dall'ingiustizia del sospetto e si ribellava, interiormente, con una collera sorda; ch'erompeva talora in parole crude e irreparabili, in accuse gravi, in recriminazioni enormi.",見當違ひの邪擴、それで心が傷つけられることを互ひに感じた。 人知れぬ反逆的な憤怒は、互の胸にあつた。 時時それが破裂すると、殘忍な、挽回しの附かない言葉となつて出る。 執念深い大當りにもなる。 罪の擦り合ひにもなる。,si,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
76,one-to-many,dn_78,isk_99 isk_100 isk_101 isk_102 isk_103,"Ciascuno dei due si sentiva ferire dall'ingiustizia del sospetto e si ribellava, interiormente, con una collera sorda; ch'erompeva talora in parole crude e irreparabili, in accuse gravi, in recriminazioni enormi.",見當違ひの邪擴、それで心が傷つけられることを互ひに感じた。 人知れぬ反逆的な憤怒は、互の胸にあつた。 時時それが破裂すると、殘忍な、挽回しの附かない言葉となつて出る。 執念深い大當りにもなる。 罪の擦り合ひにもなる。,MISSING,互,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nmod,leftover_target,
77,one-to-many,dn_79,isk_104 isk_105,"Una invincibile smania li assaliva, di torturarsi a vicenda, di pungersi, di martoriarsi il cuore.",譬へがたい激情に擒はれた二人は、各各自身を苛むのみであつた。 心を引裂いて贄にする外はなかつた。,li,各各自身,Giorgio Ippolita,Giorgio Ippolita,PRON,PRON,obj,obj,explicit_full,
77,one-to-many,dn_79,isk_104 isk_105,"Una invincibile smania li assaliva, di torturarsi a vicenda, di pungersi, di martoriarsi il cuore.",譬へがたい激情に擒はれた二人は、各各自身を苛むのみであつた。 心を引裂いて贄にする外はなかつた。,si,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
77,one-to-many,dn_79,isk_104 isk_105,"Una invincibile smania li assaliva, di torturarsi a vicenda, di pungersi, di martoriarsi il cuore.",譬へがたい激情に擒はれた二人は、各各自身を苛むのみであつた。 心を引裂いて贄にする外はなかつた。,si,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
77,one-to-many,dn_79,isk_104 isk_105,"Una invincibile smania li assaliva, di torturarsi a vicenda, di pungersi, di martoriarsi il cuore.",譬へがたい激情に擒はれた二人は、各各自身を苛むのみであつた。 心を引裂いて贄にする外はなかつた。,si,MISSING,Giorgio Ippolita,MISSING,PRON-REFLEX,MISSING,obj,MISSING,leftover_source,
77,one-to-many,dn_79,isk_104 isk_105,"Una invincibile smania li assaliva, di torturarsi a vicenda, di pungersi, di martoriarsi il cuore.",譬へがたい激情に擒はれた二人は、各各自身を苛むのみであつた。 心を引裂いて贄にする外はなかつた。,MISSING,譬へがたい激情に擒はれた二人,MISSING,Giorgio Ippolita,MISSING,NOUN,MISSING,nsubj,leftover_target,
77,one-to-many,dn_79,isk_104 isk_105,"Una invincibile smania li assaliva, di torturarsi a vicenda, di pungersi, di martoriarsi il cuore.",譬へがたい激情に擒はれた二人は、各各自身を苛むのみであつた。 心を引裂いて贄にする外はなかつた。,MISSING,引裂いて,MISSING,Giorgio Ippolita,MISSING,NULL,MISSING,nsubj,leftover_target,
78,one-to-many,dn_80,isk_106 isk_107 isk_108 isk_109,"Ippolita si oscurò e si chiuse, corrugando i sopraccigli, serrando la bocca, mentre Giorgio la guardava con un sorriso irritante.",イッポリイタは悄げて沈默した。 額に小皺の紋が寄つた。 脣は緊く結び合つた。 ジォルジオはそれと見て熬れるやうに微笑んだ。,Giorgio,ジォルジオ,Giorgio,Giorgio,PROPN,PROPN,nsubj,nsubj,explicit_full,
